vehicle_id,capacity,lon,lat,kwh_per_100km,kwh_per_100km_per_pax
100,4,-74.01087355586792,40.7234415680509,11.15,0.283
101,4,-74.01048676805988,40.72546115235347,11.15,0.283
102,4,-74.01136190526454,40.72766708511504,11.15,0.283
103,4,-74.00954710431846,40.72843314102215,11.15,0.283
104,4,-74.01077778389518,40.72774086693134,11.15,0.283
105,4,-74.00631775108485,40.72783292879338,11.15,0.283
106,4,-74.00706431243141,40.72789701810876,11.15,0.283
107,4,-74.0080841802949,40.73101858647094,11.15,0.283
108,4,-74.01133033062267,40.72933853629485,11.15,0.283
109,4,-74.01041121432971,40.727801048495714,11.15,0.283
110,4,-74.01084422103786,40.72802286952617,11.15,0.283
111,4,-74.0079281998598,40.72373180696493,11.15,0.283
112,4,-74.00934833784684,40.72385475094649,11.15,0.283
113,4,-74.0088436564242,40.73064418942352,11.15,0.283
114,4,-74.00689927254042,40.7261968586899,11.15,0.283
115,4,-74.00634552876329,40.72954036361051,11.15,0.283
116,4,-74.00942744176533,40.727494776053184,11.15,0.283
117,4,-74.0085170128545,40.725127161296996,11.15,0.283
118,4,-74.0072375168695,40.72774590074864,11.15,0.283
119,4,-74.00975276651518,40.72810060875007,11.15,0.283
120,4,-74.0067132176487,40.72364720781001,11.15,0.283
121,4,-74.00796755982147,40.72872791274077,11.15,0.283
122,4,-74.00656340314075,40.73183741561312,11.15,0.283
123,4,-74.01063279737953,40.72867348693195,11.15,0.283
124,4,-74.0081394434535,40.72663809023714,11.15,0.283
125,4,-74.00676672432047,40.72195668984366,11.15,0.283
126,4,-74.01033726644346,40.72116656911752,11.15,0.283
127,4,-74.01685565624537,40.71755003366213,11.15,0.283
128,4,-74.00993479809232,40.71849216443131,11.15,0.283
129,4,-74.00775840614733,40.722530241742355,11.15,0.283
130,4,-74.01050626666235,40.72150437146465,11.15,0.283
131,4,-74.0158951922187,40.717438123202506,11.15,0.283
132,4,-74.00978379210218,40.71545127138691,11.15,0.283
133,4,-74.01333240012914,40.719335760566494,11.15,0.283
134,4,-74.01469440169612,40.716422095105195,11.15,0.283
135,4,-74.01192837626138,40.715484870125636,11.15,0.283
136,4,-74.00811803462487,40.72324102423432,11.15,0.283
137,4,-74.00668847565431,40.717856311296764,11.15,0.283
138,4,-74.00699053918284,40.71687176685215,11.15,0.283
139,4,-74.00998644829025,40.71771360367387,11.15,0.283
140,4,-74.0129216875645,40.7205950840623,11.15,0.283
141,4,-74.0071372449135,40.71940639349107,11.15,0.283
142,4,-74.01254912868275,40.71820295547191,11.15,0.283
143,4,-74.01174017236069,40.716878616481374,11.15,0.283
144,4,-74.01110770774942,40.71905730774847,11.15,0.283
145,4,-74.00994028851541,40.71612604050268,11.15,0.283
146,4,-74.0081719721347,40.718835780218086,11.15,0.283
147,4,-74.00856042205979,40.71688064043799,11.15,0.283
148,4,-74.01008099669495,40.714514442424566,11.15,0.283
149,4,-74.01008646256021,40.71876785485367,11.15,0.283
150,4,-74.00730778526783,40.71577529851028,11.15,0.283
151,4,-74.01273991495874,40.716014985801266,11.15,0.283
152,4,-74.01659729841575,40.716194492178346,11.15,0.283
153,4,-74.0094741564821,40.722494646147304,11.15,0.283
154,4,-74.00821099451576,40.716177142277004,11.15,0.283
155,4,-74.01498400324758,40.71590704716334,11.15,0.283
156,4,-74.00882257618406,40.71886638031089,11.15,0.283
157,4,-74.01124290762375,40.720988774878776,11.15,0.283
158,4,-74.01268427323524,40.71953626781035,11.15,0.283
159,4,-74.00758555890461,40.72162946608408,11.15,0.283
160,4,-74.0084870947363,40.72280648879381,11.15,0.283
161,4,-74.01048506511643,40.7163146683401,11.15,0.283
162,4,-74.00848469298852,40.72267715112964,11.15,0.283
163,4,-74.01415688064337,40.717798670957755,11.15,0.283
164,4,-74.01282870997836,40.717928827586114,11.15,0.283
165,4,-74.01738521455783,40.71489554723559,11.15,0.283
166,4,-74.00769293678363,40.71828359951064,11.15,0.283
167,4,-74.0137823203222,40.70833776860307,11.15,0.283
168,4,-74.01676579296495,40.71147266880866,11.15,0.283
169,4,-74.01781331247554,40.709310520503166,11.15,0.283
170,4,-74.00832110036237,40.70893083660177,11.15,0.283
171,4,-74.01418826789971,40.70985068659919,11.15,0.283
172,4,-74.0154945516695,40.70660724515603,11.15,0.283
173,4,-74.00689884420028,40.705667703627554,11.15,0.283
174,4,-74.00908828506975,40.71157575025928,11.15,0.283
175,4,-74.01003572252681,40.712160758745554,11.15,0.283
176,4,-74.01112257237507,40.70785429090459,11.15,0.283
177,4,-74.01065926287689,40.7141163873939,11.15,0.283
178,4,-74.0107166161365,40.70565840739999,11.15,0.283
179,4,-74.00863835290491,40.708678685735,11.15,0.283
180,4,-74.00909271130782,40.71212584516822,11.15,0.283
181,4,-74.0073177207987,40.71146649040864,11.15,0.283
182,4,-74.01078208353417,40.708792119164,11.15,0.283
183,4,-74.01224267914675,40.71048913987278,11.15,0.283
184,4,-74.01535054852485,40.70990457900306,11.15,0.283
185,4,-74.01057102149501,40.707592919772374,11.15,0.283
186,4,-74.01788811204183,40.70802197458408,11.15,0.283
187,4,-74.00760664333431,40.714066542112796,11.15,0.283
188,4,-74.01370995846167,40.70702751376202,11.15,0.283
189,4,-74.00992905139124,40.71306179520763,11.15,0.283
190,4,-74.0085808609905,40.710347777222346,11.15,0.283
191,4,-74.00856162180709,40.70552367294989,11.15,0.283
192,4,-74.0161258596574,40.70908084436353,11.15,0.283
193,4,-74.01679801486998,40.71089444000884,11.15,0.283
194,4,-74.01130206639777,40.7083817556087,11.15,0.283
195,4,-74.01501364562226,40.706146311462625,11.15,0.283
196,4,-74.00730493914936,40.71131312732525,11.15,0.283
197,4,-74.01081291019092,40.71020199229565,11.15,0.283
198,4,-74.01027671832294,40.70746276434831,11.15,0.283
199,4,-74.01467072248755,40.71118863624945,11.15,0.283
200,4,-74.01488815242183,40.710706614998415,11.15,0.283
201,4,-74.00825489984125,40.70673476800151,11.15,0.283
202,4,-74.00626421824326,40.70805011766471,11.15,0.283
203,4,-74.01683263085232,40.71380933020856,11.15,0.283
204,4,-74.01428521597339,40.70614382381603,11.15,0.283
205,4,-74.01351138031019,40.70661909585059,11.15,0.283
206,4,-74.01306673741304,40.705928057682,11.15,0.283
207,4,-74.00793697993855,40.71314718375937,11.15,0.283
208,4,-74.01054238082473,40.70879604126302,11.15,0.283
209,4,-74.0144910058271,40.70605362872203,11.15,0.283
210,4,-74.01024217485664,40.70997598754094,11.15,0.283
211,4,-74.01016213842964,40.710322024039854,11.15,0.283
212,4,-74.00780959886345,40.706753237519386,11.15,0.283
213,4,-74.01309852700903,40.702561418969914,11.15,0.283
214,4,-74.01665321315978,40.70265120195173,11.15,0.283
215,4,-74.01770297080513,40.704360494101714,11.15,0.283
216,4,-74.01206516022852,40.70170126080204,11.15,0.283
217,4,-74.01466929455209,40.701335326765395,11.15,0.283
218,4,-74.01715424918906,40.70348326150085,11.15,0.283
219,4,-73.99464704630051,40.77057168110769,11.15,0.283
220,4,-74.00224642714679,40.759286549520475,11.15,0.283
221,4,-73.99891057096393,40.76780273767981,11.15,0.283
222,4,-74.00206067968567,40.76550722792157,11.15,0.283
223,4,-74.00053778952538,40.75942956128585,11.15,0.283
224,4,-74.00228913497389,40.765103433255206,11.15,0.283
225,4,-74.004116044725,40.76235521467868,11.15,0.283
226,4,-73.9963664056434,40.76234590095527,11.15,0.283
227,4,-73.99597518508156,40.76183673418418,11.15,0.283
228,4,-73.99554880418464,40.762966688636496,11.15,0.283
229,4,-73.99464183605117,40.761657336301816,11.15,0.283
230,4,-74.00288233927512,40.76310609693797,11.15,0.283
231,4,-73.99843802175651,40.76817249781153,11.15,0.283
232,4,-74.00382287335142,40.761528919868276,11.15,0.283
233,4,-74.0014583075111,40.760890174810484,11.15,0.283
234,4,-74.00196448307571,40.76264832572187,11.15,0.283
235,4,-74.0018752356046,40.76377523060301,11.15,0.283
236,4,-74.00165786612035,40.764537487668264,11.15,0.283
237,4,-73.99529387023769,40.762685198449276,11.15,0.283
238,4,-73.9998940336374,40.75957932515679,11.15,0.283
239,4,-74.0059980876856,40.76029443801383,11.15,0.283
240,4,-73.99976487843391,40.760119795043856,11.15,0.283
241,4,-73.9947801604824,40.76711308299586,11.15,0.283
242,4,-74.0052122765195,40.76104949677786,11.15,0.283
243,4,-73.99896815658401,40.76621040073189,11.15,0.283
244,4,-74.00009602449275,40.76192329439527,11.15,0.283
245,4,-74.00065782812673,40.76669520245722,11.15,0.283
246,4,-74.00110361116367,40.75677395329446,11.15,0.283
247,4,-73.9949953992352,40.752888998779255,11.15,0.283
248,4,-74.0045412061389,40.755994778593674,11.15,0.283
249,4,-73.9978020387825,40.75679259755648,11.15,0.283
250,4,-74.00171420380079,40.75827581290268,11.15,0.283
251,4,-74.00414889419292,40.75641414757628,11.15,0.283
252,4,-74.00055313786142,40.753757411719256,11.15,0.283
253,4,-74.0053934231076,40.75247461638431,11.15,0.283
254,4,-74.00331450549601,40.75537029259053,11.15,0.283
255,4,-73.99540483111358,40.75851195369917,11.15,0.283
256,4,-73.99535549213945,40.752958928854284,11.15,0.283
257,4,-73.99757702037444,40.75837792438628,11.15,0.283
258,4,-74.0028312883415,40.75316111561129,11.15,0.283
259,4,-74.00009395059354,40.756822551027405,11.15,0.283
260,4,-73.99505402710653,40.752377874033186,11.15,0.283
261,4,-74.00185940938461,40.75922666977868,11.15,0.283
262,4,-74.0033565757911,40.75794629232665,11.15,0.283
263,4,-74.00108316482692,40.753485189024424,11.15,0.283
264,4,-74.0007905682822,40.75090457003449,11.15,0.283
265,4,-74.00154067111599,40.75286729648376,11.15,0.283
266,4,-74.00468952789643,40.75546981777045,11.15,0.283
267,4,-73.99676508932556,40.751778859858625,11.15,0.283
268,4,-74.00136601460648,40.751060800849885,11.15,0.283
269,4,-73.99852969611408,40.75490510985739,11.15,0.283
270,4,-74.00501605920971,40.75909299889799,11.15,0.283
271,4,-74.00588977118983,40.75546650789671,11.15,0.283
272,4,-74.00320898122067,40.756310346666055,11.15,0.283
273,4,-73.99553616778526,40.75715010727476,11.15,0.283
274,4,-73.99437182125313,40.755056727069075,11.15,0.283
275,4,-73.99540597603905,40.75064302711686,11.15,0.283
276,4,-74.00488153454654,40.75275204619918,11.15,0.283
277,4,-73.9946220916368,40.75262111016076,11.15,0.283
278,4,-74.0012132271978,40.75514133013967,11.15,0.283
279,4,-74.00008480766719,40.75124869420886,11.15,0.283
280,4,-73.99876073001656,40.757280373668365,11.15,0.283
281,4,-73.99532369446322,40.75512998516896,11.15,0.283
282,4,-73.99597047065325,40.755463565552006,11.15,0.283
283,4,-74.00546613830765,40.75208369654926,11.15,0.283
284,4,-73.99838680197217,40.75184096525561,11.15,0.283
285,4,-74.00098654245335,40.748622716416136,11.15,0.283
286,4,-73.99519459761687,40.743478688895,11.15,0.283
287,4,-73.99759787708444,40.74904779631384,11.15,0.283
288,4,-74.00446450174606,40.74597596212531,11.15,0.283
289,4,-73.99555710426492,40.744123059212896,11.15,0.283
290,4,-74.00001018433252,40.74610384451961,11.15,0.283
291,4,-73.9966757068972,40.74730790229783,11.15,0.283
292,4,-73.99926553777217,40.742427815783984,11.15,0.283
293,4,-73.99822506358011,40.74688942008205,11.15,0.283
294,4,-73.99605393409226,40.74650723930582,11.15,0.283
295,4,-74.00026403557942,40.7424745769125,11.15,0.283
296,4,-74.00422399334666,40.741725355651624,11.15,0.283
297,4,-73.99775474265117,40.748839427598,11.15,0.283
298,4,-73.99571905555635,40.74476315430163,11.15,0.283
299,4,-74.0033241082225,40.74882227793589,11.15,0.283
300,4,-73.99735968419891,40.74592986094763,11.15,0.283
301,4,-73.99720102787867,40.74770751411882,11.15,0.283
302,4,-74.00207511625952,40.742742485144866,11.15,0.283
303,4,-74.0009868551211,40.74730744784956,11.15,0.283
304,4,-73.99577676904177,40.74736746970927,11.15,0.283
305,4,-73.99885686695083,40.74653656019591,11.15,0.283
306,4,-74.00608885443671,40.74705541707335,11.15,0.283
307,4,-74.00401855480112,40.747588508138854,11.15,0.283
308,4,-73.99453324107597,40.74878949918489,11.15,0.283
309,4,-73.99935837624577,40.74273103288165,11.15,0.283
310,4,-74.00148249516506,40.74184524003144,11.15,0.283
311,4,-73.9943779945535,40.74154525882994,11.15,0.283
312,4,-74.0050751126029,40.74649483274269,11.15,0.283
313,4,-74.00454662673705,40.742084930093995,11.15,0.283
314,4,-74.00283484883512,40.743743260203956,11.15,0.283
315,4,-74.00192044017342,40.74241119444192,11.15,0.283
316,4,-74.00098732356737,40.74181179445338,11.15,0.283
317,4,-74.00102454075437,40.741729927509155,11.15,0.283
318,4,-73.99846861571777,40.749720043115204,11.15,0.283
319,4,-73.9995199152976,40.7499812634926,11.15,0.283
320,4,-74.00470660458993,40.74844439597369,11.15,0.283
321,4,-73.99942060472304,40.749943809124886,11.15,0.283
322,4,-74.00083648779882,40.74666608768778,11.15,0.283
323,4,-73.99819859695113,40.7462567180739,11.15,0.283
324,4,-73.99528050961003,40.741535727571986,11.15,0.283
325,4,-73.99619015840264,40.7419879654543,11.15,0.283
326,4,-74.00157132766091,40.74946219848548,11.15,0.283
327,4,-74.0039147369719,40.7500497092549,11.15,0.283
328,4,-74.00602040919418,40.74191904933659,11.15,0.283
329,4,-74.00543963909998,40.74992390365864,11.15,0.283
330,4,-74.0009257943364,40.74799713089704,11.15,0.283
331,4,-74.00607573818044,40.74651704665971,11.15,0.283
332,4,-73.99937572658975,40.742918241046155,11.15,0.283
333,4,-73.99536901802882,40.749741253020474,11.15,0.283
334,4,-73.99601071731045,40.74356777906836,11.15,0.283
335,4,-74.00423470343253,40.744850577180515,11.15,0.283
336,4,-74.00508008760815,40.74545579886129,11.15,0.283
337,4,-74.00130067004622,40.74496483659673,11.15,0.283
338,4,-73.99932456139176,40.744259790538635,11.15,0.283
339,4,-74.00235090024132,40.74435489420839,11.15,0.283
340,4,-74.00206581799648,40.750189130525506,11.15,0.283
341,4,-73.99457169817937,40.74623274232157,11.15,0.283
342,4,-73.99887900096414,40.744326912007,11.15,0.283
343,4,-74.00427866566712,40.74361909446571,11.15,0.283
344,4,-74.00021898334263,40.74345220307196,11.15,0.283
345,4,-73.99948440074392,40.7466551084945,11.15,0.283
346,4,-73.99827207475369,40.7454413813071,11.15,0.283
347,4,-74.00613690402336,40.7471115154751,11.15,0.283
348,4,-73.99692420192844,40.74633996621764,11.15,0.283
349,4,-73.99934692861167,40.74721901851373,11.15,0.283
350,4,-73.99481379503145,40.748143032308526,11.15,0.283
351,4,-74.0006152263707,40.74617617883268,11.15,0.283
352,4,-74.00327616761768,40.74197668834863,11.15,0.283
353,4,-74.00166106726202,40.741358427233024,11.15,0.283
354,4,-73.99861690920974,40.7420481518379,11.15,0.283
355,4,-74.00411309782369,40.746568355742,11.15,0.283
356,4,-73.99507145063512,40.74471080133467,11.15,0.283
357,4,-73.9983591411053,40.743359367460805,11.15,0.283
358,4,-74.00329228139837,40.742434995295596,11.15,0.283
359,4,-73.99441322827498,40.74565566345483,11.15,0.283
360,4,-74.00606774186087,40.74870448773223,11.15,0.283
361,4,-73.99973088640647,40.742013751594016,11.15,0.283
362,4,-74.00490270430173,40.74856788595718,11.15,0.283
363,4,-73.99935083902035,40.74351203982653,11.15,0.283
364,4,-74.00186198417265,40.742288808364975,11.15,0.283
365,4,-74.00259364121679,40.74967787384774,11.15,0.283
366,4,-74.00043652855535,40.745098601449484,11.15,0.283
367,4,-74.00523921837082,40.74856761291815,11.15,0.283
368,4,-73.9996062237111,40.75018508870129,11.15,0.283
369,4,-73.99527231224927,40.74359887310265,11.15,0.283
370,4,-74.0016898028083,40.743550619745825,11.15,0.283
371,4,-73.99526261949025,40.74651089233095,11.15,0.283
372,4,-73.99982112925832,40.745222821858704,11.15,0.283
373,4,-73.99788021179205,40.74792328834502,11.15,0.283
374,4,-74.00615599017684,40.742884314016955,11.15,0.283
375,4,-73.99591626512431,40.744616463126526,11.15,0.283
376,4,-74.00494369205693,40.749617741509326,11.15,0.283
377,4,-74.00336394036188,40.74484641512095,11.15,0.283
378,4,-74.00513198465097,40.74597355906305,11.15,0.283
379,4,-73.99692415989185,40.74212108442069,11.15,0.283
380,4,-74.00349170998912,40.74957819585454,11.15,0.283
381,4,-74.0034947736053,40.74261402001756,11.15,0.283
382,4,-73.99787120036063,40.748333486629114,11.15,0.283
383,4,-73.9980166362756,40.74976925466199,11.15,0.283
384,4,-73.99713851353474,40.74504470919688,11.15,0.283
385,4,-73.9998346862149,40.743920964469304,11.15,0.283
386,4,-74.00610152534013,40.74734613613182,11.15,0.283
387,4,-73.99882941634768,40.74360301948608,11.15,0.283
388,4,-73.99969751213422,40.743246787451255,11.15,0.283
389,4,-73.99518460193539,40.748848066103335,11.15,0.283
390,4,-73.99643706654551,40.742952303642966,11.15,0.283
391,4,-74.00172338502327,40.74884102417743,11.15,0.283
392,4,-73.99699086707002,40.74274867438309,11.15,0.283
393,4,-74.00201227996608,40.74238833958206,11.15,0.283
394,4,-73.99543666044642,40.74383494893798,11.15,0.283
395,4,-74.00056192480142,40.74205449338018,11.15,0.283
396,4,-73.99473271330338,40.74703849846116,11.15,0.283
397,4,-74.00543966684984,40.733335123887365,11.15,0.283
398,4,-73.99502475328829,40.74026608612506,11.15,0.283
399,4,-73.99835124531015,40.739301226831,11.15,0.283
400,4,-73.99738089035475,40.73842097710707,11.15,0.283
401,4,-74.00086261238108,40.73783745366354,11.15,0.283
402,4,-73.99563554626259,40.73596875140993,11.15,0.283
403,4,-73.99570398152122,40.73955696755229,11.15,0.283
404,4,-74.00434446079875,40.73541296746122,11.15,0.283
405,4,-74.00395162410447,40.73911012802013,11.15,0.283
406,4,-73.999714210293,40.734651531564424,11.15,0.283
407,4,-73.99441405639486,40.74035680328895,11.15,0.283
408,4,-74.00299446176365,40.7374596153993,11.15,0.283
409,4,-73.99591841762789,40.73404894206344,11.15,0.283
410,4,-73.99464006452922,40.73489297166613,11.15,0.283
411,4,-74.00198427144213,40.74080097779948,11.15,0.283
412,4,-73.99530154229414,40.733703169289846,11.15,0.283
413,4,-73.99480669255952,40.741001766777465,11.15,0.283
414,4,-73.99673535993381,40.73711276110679,11.15,0.283
415,4,-73.99846027636082,40.734274601780804,11.15,0.283
416,4,-74.00069685766701,40.733519431529686,11.15,0.283
417,4,-73.99749614499592,40.733559300797985,11.15,0.283
418,4,-73.99834552025818,40.73380557884581,11.15,0.283
419,4,-74.00175612372206,40.739978943581036,11.15,0.283
420,4,-73.99767655381119,40.738387614166996,11.15,0.283
421,4,-74.00502223769898,40.7344589784198,11.15,0.283
422,4,-73.99480702275889,40.73922650294748,11.15,0.283
423,4,-74.0007984238474,40.74034219343334,11.15,0.283
424,4,-74.00335006180794,40.739032336256045,11.15,0.283
425,4,-74.0059144769278,40.7393427762482,11.15,0.283
426,4,-74.0020417680849,40.73612237524351,11.15,0.283
427,4,-74.00483296894699,40.7398922073033,11.15,0.283
428,4,-74.00401046659422,40.733943730883695,11.15,0.283
429,4,-73.99831028937282,40.738704946543756,11.15,0.283
430,4,-73.99543832890521,40.7381537146114,11.15,0.283
431,4,-73.99578620771132,40.738497999068144,11.15,0.283
432,4,-74.00202325932528,40.73359208023505,11.15,0.283
433,4,-74.00238475215887,40.73399965086575,11.15,0.283
434,4,-74.00276784821916,40.73958374609027,11.15,0.283
435,4,-74.00574913721815,40.73974433802959,11.15,0.283
436,4,-73.99859404336515,40.73894084160336,11.15,0.283
437,4,-74.00089148351096,40.73400516671222,11.15,0.283
438,4,-74.00319059107132,40.73288654248555,11.15,0.283
439,4,-73.99695028807619,40.737336073369825,11.15,0.283
440,4,-73.99435915835119,40.73729734833253,11.15,0.283
441,4,-74.00244227113072,40.74005209225805,11.15,0.283
442,4,-74.00212934782002,40.739236048887456,11.15,0.283
443,4,-74.00493669290722,40.73544591831877,11.15,0.283
444,4,-73.99735232624475,40.73990598544712,11.15,0.283
445,4,-73.996180050363,40.73630841785788,11.15,0.283
446,4,-73.99992492876817,40.736240910313164,11.15,0.283
447,4,-73.99758045323308,40.736381687857275,11.15,0.283
448,4,-74.0059333338122,40.734438402446905,11.15,0.283
449,4,-73.99822246483596,40.74041655574026,11.15,0.283
450,4,-73.99606688382481,40.73889976517202,11.15,0.283
451,4,-73.99453524013512,40.74032025499771,11.15,0.283
452,4,-73.99937747680342,40.73627313333517,11.15,0.283
453,4,-74.00100025082759,40.736700556333545,11.15,0.283
454,4,-74.00177048274324,40.73429191191077,11.15,0.283
455,4,-74.00280006383012,40.740241367989775,11.15,0.283
456,4,-74.00275460023173,40.736655274648555,11.15,0.283
457,4,-73.9998268379608,40.73553869283012,11.15,0.283
458,4,-73.99653205869564,40.73259918899203,11.15,0.283
459,4,-73.99493518612564,40.737855010489554,11.15,0.283
460,4,-73.9943748647227,40.73305439987944,11.15,0.283
461,4,-74.00525322080018,40.733374779749944,11.15,0.283
462,4,-74.00620476142839,40.740536859570796,11.15,0.283
463,4,-73.99662759173737,40.740367587571484,11.15,0.283
464,4,-74.00192237482858,40.738016742130355,11.15,0.283
465,4,-74.00494677611637,40.73453926770095,11.15,0.283
466,4,-74.00178197289128,40.736952262591494,11.15,0.283
467,4,-73.99592372807378,40.7369203322807,11.15,0.283
468,4,-73.99871887198358,40.73832177408787,11.15,0.283
469,4,-73.99510973228202,40.73865673240693,11.15,0.283
470,4,-73.99816089728273,40.73773565872385,11.15,0.283
471,4,-73.99469658127046,40.736626863908725,11.15,0.283
472,4,-74.00384150795455,40.738507191675815,11.15,0.283
473,4,-73.99758544857657,40.73629004955014,11.15,0.283
474,4,-74.00273516971451,40.738972506693194,11.15,0.283
475,4,-73.99999413601549,40.73405798597004,11.15,0.283
476,4,-73.99957530749771,40.73235414346363,11.15,0.283
477,4,-74.00003465793773,40.737211526514415,11.15,0.283
478,4,-73.99453835910951,40.73833497540784,11.15,0.283
479,4,-73.99949246921848,40.737012990584184,11.15,0.283
480,4,-73.99970862779271,40.73360084374164,11.15,0.283
